score,content_clean,sentiment_predicted
5,keren,positif
5,mantaap,positif
4,lumayan bagus ajar reksadana mula,positif
5,puas,positif
4,mudah paham mula,positif
5,maaaaaantaaapp,negatif
5,keren,positif
5,keren mudah pakai mula tinggal tunggu hasil mudah terimakasih,positif
5,coba ajh,positif
5,puas keren,positif
5,moga berkah sukses,positif
2,jual saham sya bantu,negatif
5,kecil semangat fokus,positif
5,bener keren cuy,positif
5,mantaf dah,positif
5,mantap,positif
5,keren mudah aman,positif
5,fomula mudah sukses,positif
5,keren,positif
5,mantap,positif
5,suka bangett,positif
5,ramah investnya sip bantu investasi,positif
5,mantap,positif
4,pilih saham,positif
5,untung banget,positif
5,bantu mula investasi,positif
5,kerenn,positif
5,bagus mula recommended,positif
5,mantap,positif
5,banget,positif
5,percaya,positif
5,proses mudah bantu mula main reksadana,positif
5,mantap,positif
5,mantap,positif
5,mantap rekomendasi mula,positif
5,syukur gabung poko anak muda udah wajib gabung apliksi suka tabung,positif
4,good far,positif
5,mudah erti cocok mula,positif
5,aplikasi mudah menganalisa mantap info,positif
4,bagus mula,positif
5,bantu investasi,positif
5,sobat misqueen,positif
5,mantap,positif
5,rdpu baik,netral
5,bagus,positif
4,cocok investor mula bantu nilai resiko pilih proporsi reksadana robo proses transaksi jadwal unik konsisten investasi,positif
5,jos,positif
5,mudah apps unggul mula,positif
5,bagus,positif
5,mending kalok uang kepake mending deh simpel gak ribet mula oke top bimbing mudah smoga sukses,positif
5,bagus rekomendasi puas,positif
2,kenapah akun ssaya blm verfikasi ksei,netral
5,cocok mula ajar inves,positif
5,bohong,negatif
5,keren,positif
3,bintang karna iklan muncul aplikasi gak diinstall,netral
4,mudah aplikasi,positif
5,mantap moga depan lbh mantap,positif
5,good,positif
5,alhamdulillah hasil hasil,positif
5,alam mudah ribet hehe lumayan tabung utk anak,positif
5,mantap,positif
5,mantap,positif
5,oke bgt deh,positif
5,investor mula reksadana sebentar join return keep the good work gais,positif
5,bagus mudah operasi bantu,positif
5,cocok banget mula sampe sesal karna ngak inves,positif
5,bgus gtu,netral
4,coba dlu bgs tambah ratingnya,netral
5,bantu kode refferal opsional daftar,positif
5,alam usaha,positif
4,untung,positif
5,siiip,positif
5,cocok mula mudah difahami aplikasi,positif
5,mantap,positif
4,nabung rutin alas skrup yng hilang permasalahanya,negatif
5,jujur pake ngefans dedy,netral
5,ntaps,positif
5,awam banget bantu cocok dana,positif
5,top,positif
5,mantao,positif
5,keren,positif
5,sukses cuman planning utama action,positif
5,bismillah,positif
5,mantap,positif
5,amaze,negatif
5,jos,positif
5,good,positif
5,kerenn,positif
5,mula baik,positif
4,coba bingung oke mula,positif
4,harga beli rds top tdk ikut harga baru,negatif
4,optimal hpku layar tampil scrol coba buka browser chrome buka opera browser hasil normal paksa uinstal app terima kasih,negatif
5,kali pake blm paham pas bursa hijau tpi besok merah karna berita psbb skrg dah ngerti gimana investnya,netral
5,bgus mu the best,positif
5,mantap,positif
5,anjir keren appnya gak pusing enak ivest apa maju,negatif
5,mudah,positif
4,bagus,positif
5,ajar moga lancar aamiin,positif
4,ajar moga suksek,positif
5,reksadana recommend mula mudah erti terima kasih,positif
4,buat ajar tau kondisi situasi depan simpan uang,positif
5,bagus mula,positif
5,keren,positif
4,belajr mula klo dha mahir tinggal,positif
5,awam sih lihat kembang ajar moga manfaat amin,positif
5,muas,positif
5,hehe,positif
5,jos,positif
5,kereeeenn,negatif
5,beli pas ihsg turun langsung cuan pas review,positif
5,banget,positif
4,registrasi masalah pilih bank syariah,netral
5,mantap,positif
5,manfaat nabung,positif
5,nice,positif
5,pokok mantappp,positif
2,saldo smoga,positif
1,ktp investasi usia muda umur raih sukses usia tua,positif
5,lihat depan,netral
5,bagus banget,positif
5,keren,positif
1,cair mula liat statistic susah ajar saham mending sekuritas beneran dah takut rugi beli saham bank bank karna bibit isi banyak saham bank saham aman,negatif
1,gak donw load,negatif
5,keren,positif
1,layan muas respon lambat,negatif
1,turun jual udah harga proses harga turun kelola,negatif
5,kereeen,positif
1,nambahin rekening ribet bgt gila ngalahin bareksa rekening onlen suruh kyc buku tabung gilir pake kyc selfie masuk mbanking tolak dah gak niat mudah bikin repot doang,negatif
5,mantap,positif
5,koment buruk coba paham moga paham baik moga suka jangn komentar buruk tingkat,positif
5,terbaikk,positif
4,simple,positif
5,kereeen,positif
5,bagus suka,positif
5,keren,positif
1,proses pencairananya sudh saham nyangkut lainny cepat gak minggu tinggal banget ribet,negatif
4,sarana pas ajar,positif
2,verifikasi email sih min hari bom kelar,negatif
5,moga berkah manfaat,positif
5,oke,positif
5,good,positif
5,kaya binomo,netral
4,coba bagus bintang,netral
5,mudah rekomendasi reksadana syariah,positif
4,oke nabung,positif
4,gin coba aplikasi bagus mudah paham newbie,netral
5,cobak,netral
5,mantep,positif
4,mantap,positif
5,cocok investor mula aplikasi simple ribet transaksi,positif
5,keren moga jaga amanah investor usaha baik indonesia,positif
5,info mantap,positif
5,bagus,positif
5,good job yes,positif
5,mantap,positif
5,bagus,positif
4,saran metode bayar dana terimakasih,netral
5,keren,positif
4,tahap mula moga hasil capai real muas jha,positif
5,gampang paham tinggal invest and tinggal,positif
5,mantepp bingung nyairkan ambil,positif
5,inves alhamdulillah mohon banyak yaa,netral
5,bgus mudah utk mula kyk,positif
5,keren,positif
5,cocok mula,positif
5,ajar nabung saham,positif
5,mantulll,positif
5,mantul,positif
4,awal,netral
2,udah download aplikasi gak buka,negatif
5,rekomendasi mula transaksi mudah,positif
5,good job thanks,positif
5,mula wajin coba,netral
5,newbie,positif
5,ribet,negatif
5,keren,positif
5,mantapp,positif
5,utk,positif
4,mudah mula investasi jangka keren pokok,positif
5,fitur robonya bantu awam mampu investor moderat agresif komposisi,positif
1,login kode verifikasi masuk telpon langsung mati bibit gimana,negatif
5,mudah erti cocok faham dunia sukses,positif
1,kurang hasil transfer jual cair info proses kerja kelas jgn makan jam sistem cair manual makan jgn enak bank kustodiannya push jgn nahan hak orang klo cepat ganti bank kustodiannya sistem canggih cair,negatif
5,oke,positif
3,gimana atm daftar,negatif
5,proses coba,negatif
5,keren,positif
5,minggu lumayan,netral
5,nice reksadana,positif
5,jos,positif
5,keren,positif
5,keren,positif
4,suka,positif
5,suka banget,positif
5,aplikasi mudah fitur dark mode nih,positif
4,overall good cuman dana masuk portofolio coba tingkat,netral
4,oke,positif
5,far not bad,positif
5,apk mantab nbung nnti taun bru poya poya xixixi,positif
4,mudah guna profit lumayan,positif
5,not bad,negatif
2,jual duit mendem,negatif
5,simple but worth udah trusted gausah,positif
1,susah daftar investasi foto ktp burem ktp nik umur hidup solusi musti ktp opsi pasport sim investasi sulit fungsi foto ktp perintah pikir kondisi fisik ktp umur musti cetak buram patah opsi investasi pada solusi baik dapat terima kasih,negatif
5,keren banget,positif
5,klo bayar ovo guna ovo kayak,netral
5,mantap,positif
5,pokok,positif
5,mantapp,positif
5,bagus cocok mula investasi,positif
5,mantab,positif
5,cocok banget mula,positif
5,mantap,positif
5,keren simple,positif
5,kerenn,positif
3,sdh hasil kembang dana tambah gera positif terimakasih semangat bantu utk sukses aamiin,positif
2,wow,positif
5,mudah paham utk tetep laku bnyk pilih sesuai syariah mantaaaap smoga berkah aamiin,positif
5,bagus simlple manfaat sukses,positif
5,bagus sukses jaga percaya langgan,positif
5,simple,positif
5,simpel ribet mantul,positif
5,teman,positif
3,coba mudah berkah,positif
1,daftar sdh verifikasi sukses blm deposit ajar haru verifikasi batal susuh daftar ulang segitu lucu deh hapus nih invest deh,negatif
5,cocok mula milik jelas lengkap mudah erti,positif
5,bantu,positif
5,menguntungkn,negatif
5,bagus banget investor mula,positif
5,alhamdulillah nyoba sdh untung dikit konsisten kudu diterapin utk invest,netral
5,keren,positif
5,keren ajar,positif
5,lets try good luck all,positif
5,pasar uang,negatif
5,trima kasih,positif
5,tabung sangkat mantap jiwa,positif
5,keren,positif
4,nive,negatif
5,wow,positif
5,moga transakksi beli jual lancar,netral
1,iklasin,negatif
5,terimakasih,positif
4,goodsssssss,negatif
5,guna mudah mula,positif
5,mudah aman nyaman baik mula udh alam,positif
1,bantu report dana cair kunjung transfer kerja mutasi history bank kasih tetep puas history tgl transaksi situ sulit korban kunjung kirim uang cair nasabah,negatif
5,bagus,positif
5,bagus,positif
5,sip anget dah,positif
5,mantap,positif
5,mantap anjayy gua suka anjayy,positif
5,bagus,positif
5,moga gua untung,positif
3,klo bagus lambat beli jual proses beli saham tuh detik ubah bahaya nie proses jual beli smpai hari prnh sesuai dapat lamaaaaaaaaaaaa,negatif
5,bagus,positif
5,keren mula sprt,positif
4,okeeee,positif
5,kayak mula cocok banget coba rdpu,positif
5,platform download mudah bagus mula,positif
4,okey tdk friendly user mula kek patut coba ajar main reksadana,positif
5,proses ajar pakai kode referal biar cashback gadol,positif
5,mudah ajar investasi tahan,positif
5,kerensiii bljr banget mula pake,positif
5,coba,netral
5,bagus banget mantulll deh,positif
1,susah banget registrasi,netral
5,bagus banget keren hemat kapasitas,positif
5,keren,positif
4,download pas buka muncul muncul,netral
5,markotop poko,positif
5,bismillah bagus mudah erti join masuk kode referal daftar suksesdanberkah tanda petik moga berkah aminn,positif
5,mantab,positif
5,keren dah,positif
4,joossd,negatif
5,keren afk mudah mudah amanah,positif
4,mantul,positif
5,verifikasi,netral
5,keren aman,positif
5,sukaa banget,positif
5,recommended,positif
5,keren banget,positif
5,pokonny jos,positif
5,bagus,positif
5,bagus,positif
5,ntabjos,negatif
3,nampak hasil bintang,netral
5,tari lumayan cepat reksadana pasar uang rdpu masuk rekening reksadana obligasi rdo reksadana saham rds masuk kisar lupa masukin kode investasiindo daftar reksadana gratis pakai awal daftar udh lanjur daftar gak pakai refferal,positif
5,assalammualaikum ada ajar smp ktp mohon daftar kartu ajar terimakasih,netral
5,mudah ajar cocok mula,positif
5,mudah mula,positif
5,produk reksadananya tambah makasih,positif
5,mantap,positif
5,pake kode referal suksesdarinol amal kawan kawan apk cocok banget pengin nabung jangka panjanh suka planning rencana depan gmna kawan kawan pakai kode referal suksesdarinol dapet promo cashback gak bikin kawan kawan nyesel download apk,positif
4,ajar mahasiswa gabung,positif
5,mantap keren abis,positif
5,mudah bayang sulit bingung teliti paham tunjuk guna harap konsisten tahan kualitas layan terima kasih,positif
5,bagus bgt,positif
5,mantab,positif
5,dedy corbuzier keren,positif
5,mudah operasi,positif
5,mntapp,netral
5,bukit percaya dana,positif
5,oke banget mula pake gampang firtur bantu berivestasi the best dah pokok,positif
5,smoga lancar trus nyari cuan smoga canggih,positif
1,login pas panggil terima kode login udah mati hadehhhh gimana login,negatif
5,love bit,positif
5,keren,positif
4,withdraw,netral
5,bagus utk ajar saham reksadana utk depan moga,positif
5,keren,positif
4,reksadana mudah erti jelas investor mula pandu ajar rekomendasi daftar reksadana nominal sahabat ringan tele tele kurang kurang fitur tema gelap warna putih sakit mata fitur bintagnya naik,positif
5,bagus,positif
5,mudah generasi muda ajar investasi,positif
4,min coba tambah fitur nyimpan uang ambil target capai gitu maksimal setor kayak app tetangga belah fitur nabung kayak gitu,netral
4,keren,positif
5,keren good job like,positif
5,mantap proses registrasi cepat moga barokah transaction mantul,positif
5,mantulllll,positif
5,mudah,positif
4,bener keren,positif
5,josss,positif
5,mantap,positif
5,rekomended,positif
4,masuk saran login aman biometrik sidik jari password baca orang kepo tangan jahil tampil bagus mudah guna,positif
5,emang keren moga jaya,positif
1,registrasi pakai mohon baik aplikasi sukses,netral
5,investasi dapetin cashback masuk kode referral kakakaka,positif
5,cocok mula ajar silah kode referral regisnow cashback jamin selamat coba,positif
5,bagus,positif
5,ajar moga bantu tabung,positif
5,keren,positif
4,mdh investasi,netral
1,jual sesuai nav laku hari trik tunggu harga jual jual turun proses jual diacc manajer,negatif
5,top drpd,netral
5,bagus mudah pakai,positif
5,mudah investasi,positif
5,gilaa sihh resakdana mudah gampang buatt cuann cuann wkwkwkw,positif
5,mantap,positif
5,keren,positif
5,keren bit login yaaa asa kemaren gin,netral
5,mudah erti org awam bagus slalu upgrade ningkatin kualitas guna,positif
5,daftar pake kode santaiajadulu biar dapet,positif
4,mantul,positif
4,invest cek kala,netral
5,kak transfer kolam simpan bukti transfer,negatif
5,nabung lupa pakai kode bibitrupiah cashback,positif
5,moga amanah,positif
1,susah cair not real time estimation,negatif
5,like,positif
5,masuk kode refferal sob nyqhoux dpatkan cash back,positif
5,emang,positif
3,kurang sensor sidik jari msh mengunakan pin ribet buka tutup aplicasi,netral
5,proses registrasi mudah aplikasi ribet mula top ribet cuman coba tarik dana tau proses gmn cuman sabtu minggu libur,negatif
5,bantu investor mula,positif
5,percaya udah kali setor tarik amanah,negatif
5,oke,positif
2,bank jatim,negatif
5,simpel,positif
5,keren banget deh,positif
5,mantap,positif
5,keren,positif
5,bagus,positif
5,baik usul depan inovas tari dana real time saham dgn milik dana backup usaha tks,negatif
5,mudah kendala,positif
5,anak millenial,positif
5,bagus bangettt,positif
5,cocok femula ajar investasi kerennn,positif
5,gas,positif
5,kerennnnnn,positif
5,terima kasih,positif
5,moga manfaat orang ajar investasi,positif
5,mantap,positif
5,good,positif
5,good app,positif
5,mantab,positif
5,mudah,positif
5,moga berkah,positif
5,reksadana bagus mudah operasi investasi mula rekomendasi,positif
5,keren,positif
5,sukses mudah butuh proses gak instan mie instan masak yakann ayo,negatif
5,bagus,positif
5,cocok mula,positif
5,seru nih kayak let start,positif
5,keren musti register,negatif
4,bagus sih regristrasinya pakek ktp smp coba dimudahin regristrasinya,netral
5,keren pakai kode referral cashback hatta,positif
5,mantap keren,positif
5,bagus proses top saldo cepat moga kecewa,positif
5,aman jamin,positif
5,bagus,positif
5,mantap,positif
5,bagus banget top,positif
4,bagus bagus mentokin,positif
3,bukak apk tampil register login udah invest login nomor tampil daftar gimana masuk akun,negatif
5,saran tambah fitur suka paforitkan produk biar mudah temu produk lebih mantaaaapppp,netral
5,oke mantap lanjut semngat,positif
5,keren,positif
5,good job,positif
5,nice,positif
5,bdeoxy masuk kode referal daftar dapat manfaat,positif
5,ajar invest mudah kereen,positif
5,mantap mula investasi reksadana lupa masuk referal kode cashku cash back,positif
5,mudah mula,positif
5,suka aplikasi batu investor mula mulain,positif
5,nice agustus nabung udah untung thnks,positif
5,bagus investasi bonus kode referral bonusmisbah,positif
5,mantab pastinuntung,positif
5,pake kode arisn daftar ntar dapet cashback ribu saldo lumayan gan,positif
5,rekomendasi investasi,positif
4,oke,positif
5,kode referal iniitu cashback ribu,positif
5,bagus bagus investasi tau pakai mudah ayo download daftar kode referral liranusda cashback ayo buru download daftar,positif
5,yosh,negatif
5,mudah investasi reksadana smartphone download robot atur investa spt silah download investasi,positif
5,bagus investasi mula,positif
5,mantap,positif
5,bagus ajar investasi,positif
5,rekomendasi mula pakai bantu ngerti dunia,positif
5,lambat coba coba tambah kode referral agikidupagikngelaban,positif
5,join dapet cashback pakai kode referral kodedarisurya,positif
5,aplikasi bagus,positif
5,bantu daftar ojk,positif
5,bagus kadang susah login,negatif
5,unk mula rekomended,positif
5,untung gantung pikir moga maju kembang gbu,positif
5,alhamdulillah bantu utk mula,positif
4,hallo pake app beli reksa dana ribu nominal transfer ribu salah transfer nominal ribu otomatis uang ribu pemberitahuan app beli gagal karnakan nominal transfer sesuai nominal transfer ribu transfer ribu uang transfer ribu kmbli tdk,negatif
5,mantap,positif
5,oke nih utk mula,positif
4,smg dpt wujud mimpi pasive income,positif
4,investor mula dalam inves sangatt sukaa,positif
5,mudah transaksi update harga cepat jam guna pakai kode referal temancerita,positif
4,mantap,positif
4,masuk kode referal bibikutumbuh dapat,positif
5,moga lancar profit rumah tangga amin sukses gbu,positif
5,mantap,positif
4,moga amanah bisnis aamiin,positif
5,keren nih janji,positif
5,avengers bantu mas mbak adek kakak bwt pake kode refferal utk cash back daftar napa gak app bgt makasih,positif
5,bagus bantu jangka,positif
5,mohon kerjasanya,netral
5,good job,positif
5,ruitin tabung,positif
4,nabung tabung mending,positif
4,keren,positif
5,top,positif
4,good,positif
5,bagus mula investor reksadana yuk pakai kode hayuuuuuu beli reksadana dapat cashback,positif
5,mantapss,positif
5,ajar investasi moga manfaat,positif
5,bagus keren modal,positif
5,good aje jaga percaya abang,positif
5,udh bagus aplikasi saran fitur dana darurat uang ambil,netral
5,ramah mula reksadana,positif
5,mantap tingkat kembang,positif
5,bagus,positif
5,sih coba coba enak obsesi melakukanya terima kasih,netral
5,mantap,positif
5,cocok mula investasi sukses,positif
5,baik,positif
5,bagus banget tabung dana,positif
5,bravo for,positif
5,baguss tabung tambah,positif
5,mula coba usaha usaha usaha usaha,positif
5,baik tabung,positif
5,best,positif
5,ayo ajak teman maksimal uang aplikasi pake kode referal biar bonus masukin ridwankho register,positif
5,bagus keren,positif
5,pokok uwu banget,positif
5,disiplin finansial briefing ilmu guna cerah,positif
5,gokilll,netral
5,moga sukses mantul,positif
5,alam apk lumayan untung gue investor mula btw kode referal byqpspx masukin daftar biar dapet,positif
5,nyoba bingung okey aplikasi,positif
5,mantep,positif
5,ajar,positif
5,bukit,positif
5,baik,positif
5,mantepp udh dgn nilai,netral
5,good,positif
5,mula ajar pasar uang obligasi saham cocok tampil visual mudah transaksi jual beli mudah cepat investasi pilih produk cocok moga manfaat pensiun,positif
5,best the best,positif
5,rahmat lil alamin,negatif
5,cocok mula,positif
5,mantul banget ajar mudah,positif
5,bantu orang ajar,positif
5,mantap mula,positif
5,moga masyarakat awan juh erti reksadana harap bimbing,positif
5,keren uang tambah moga tambah,positif
5,keren,positif
5,calon investor ajar masuk dunia ribet,positif
5,suka moga sukses,positif
5,moga,positif
5,mantappp,positif
5,bagus bantu awam dunia kenal ajar nabung tdk invest,positif
5,alhamdulillah smoga percaya,positif
5,mantap,positif
5,mudah paham mula,positif
4,bljr oke moga lancar,positif
5,mantap maju,positif
5,bagus mula investasi,positif
5,keren pkokx bantu,positif
5,smoga manfaat,positif
5,hasil positif semangat nabung saat,positif
5,keren,positif
4,bagus mudah,positif
5,lumayan proses ajar,netral
5,mantap interface enak gampang investasi,positif
5,mantap poko,positif
5,mantab pake jangka,positif
4,kasih bintang klo bukti bagus tambahin,netral
5,hari terima imbal hehe mantaap,positif
5,mudah cocok banget mula bingung bagi udah fiturnya gampang,positif
5,mantap,positif
5,mantab invest via robo bantu,positif
5,puas investasi moga retap amanah,positif
4,nyoba bom update,netral
5,keren,positif
5,duga sih hehehe,positif
4,mantap,positif
5,guna,positif
5,moga hasil,positif
5,keren,positif
5,muas,positif
5,bagus ajar saham,positif
5,oke,positif
4,alhamdulillah moga amanah,positif
5,bagus mula,positif
5,mantep rekomen bro ajar asik kayak,positif
5,ajar moga aplikasi keren,positif
5,mantap,positif
4,bagus bantu mula awal invesrasi rekomen deh ajar inves tas,positif
5,oke ajar jajak moga depan bagus,positif
5,mantap,positif
5,coba,netral
5,mantap percaya josss daftar silah pakai kode refferal mulaiajadulu dapet cashback,positif
5,mantap,positif
5,bagus,positif
5,mula bagus bantu ajar design sampai sederhana paham kalang,positif
5,top untk pmula mudah kdepan tmbh bagus,positif
5,mantap investasi aman tabung potong adminnya terima kasih,positif
5,alhamdulilah,positif
4,keren,positif
5,mantap investor mula,positif
5,reksadana beda saham beli reksadana tuju jangka jangka pendek minggu ambil harap untung mending uang simpan bank pinter kelola modal usaha untung gantung pintar kelola usaha tuju jangka,negatif
5,mudah mula pakai kode txedegt,positif
5,nice apk,positif
5,rekomendasi pokok namah,positif
5,bagus banget mula sayang kemarin masukin dapet,positif
5,mantap bro tabung,positif
5,cashback bikin akun kode jiminbts terima kasih,positif
4,cepat transaksi jual beli top sampe bom masuk portofolio,negatif
5,bantu kenal reksadana thanks,positif
5,bagus,positif
5,tanggap layan komplain rekomendasi invest,negatif
5,bagus impi laksana sukses,positif
5,keren,positif
5,good senang,positif
5,keren banget,positif
5,bagus,positif
5,ayo mula gabung kode referral kbonus bonus saldo kali registrasi,positif
5,keren,positif
5,keren,positif
5,bagus bgt mula ajar investasi,positif
5,teman ber mula rekomended nih apk krna rasa profit apk terima kasih,positif
1,gak tulis jual tunjuk sesat,negatif
5,mantab dah,positif
5,cuanberbagi,negatif
5,salam sukses moga manfaat rekan rekan kode referal congorna moga manfaat,positif
5,apps simple mudah paham laloran top unit,positif
5,moga bagus,positif
5,mantap,positif
3,bantu,positif
4,mantap gunain kode temen temen rifkiacil,positif
4,nanya ntar ngambil uang gimana,negatif
5,smnc bantu,positif
5,app bagus mula ajar,positif
5,okeeeee percaya,positif
5,keren bgt aplikasi nabung rutin join pake kode refferal biar dapet cashback kode refferal giftcard joss kasih bintang,positif
5,ajar invest reksadana pake moga cuan penting aman yuks dapet cashback pake kode yaa hidupindah,positif
5,mudah paham,positif
4,far,positif
5,keren,positif
5,recommended bagus robo advisor mudah peluang,positif
5,bukit bismillah,positif
4,apk bagus ajar mumpung mudah kode referral rejekimuya dapat casback,positif
1,akun telegram fajaranugrah masuk grup komunitas coba chat via tanggap,negatif
5,mntap,positif
5,bantu investor mula,positif
5,bonus saldo guna kode referal freenew selamat berinvest,positif
5,lupa add kode referral okanewasubete,positif
5,keren abis layan ramah cepat,positif
1,hati pola tipu janji mudah gampang ken hasil cepat kerja kondisi untung yok bangun mimpi,positif
5,mantap,positif
4,kerennnn,positif
5,suka beet,positif
5,masuk kode referral kebonbibit dapetin cashback,positif
4,oke ribet jual cepat,negatif
5,usefull,negatif
5,cocok awam gabung januari tau tutorial apk yuk gabung apk dapat caseback kode referral bagibagisaja yuk,positif
5,kodereff bisasukses tambahn reksadana keren love,positif
5,mudah trus bayar pake gopay temen temen dpt pake kode referel ketik rekber biar kmu dapet dpt untung terima kasih,positif
5,very good,positif
5,bantu terima kasih,positif
5,pake kode referal uangkamu mendapankan cashback,positif
5,coba september,netral
5,percaya baik,positif
1,gak register xiaomi redmi,netral
4,mudah mula investasi reksadana,positif
5,bagus,positif
1,loadingnya banget hnya dapat,negatif
5,salah mudah hitung dalam sedia simulasi fitur bantu arah investasi,positif
5,mantap,positif
5,keren klo ijo,positif
5,aplikasi bagus lupa pake kode referral ayonabungsehat,positif
4,lumayan,netral
5,kali coba baca review oke cepat tanggap kamus skalian bljr istilah cash back pakai kode semangit,positif
5,moga manfaat cepat cair uang,netral
5,keren masuk kode referal skypulsa daftar dapat cashback,positif
5,mantap,positif
5,barubmau baja,positif
5,biar cashback ayo pakek kode referralku shazmi,positif
5,mantabs bgt nih app,positif
5,bagusss banget,positif
1,unit udah bayar lom dpet unit,negatif
5,keren,positif
5,mantap ringkas edukatif,positif
5,keren,positif
5,nabung zaman now,positif
5,mantap,positif
5,reksadana,positif
5,sip,positif
5,design bagus guna mudah ramah untum investor mula saran produk reksadana banyak,positif
4,bagus mudah mudah amanah,positif
5,rutin nabung ngga peduli nominal return oke gantung pasar sih pasar oke nabung rutin oke hasil oke,positif
5,oke pokok,positif
5,mudaah,negatif
5,cocok anak muda,positif
5,moga berkah aset utk tua,positif
5,tahap ajar,netral
5,bismillah,positif
5,tingkat,positif
5,mantap,positif
5,aplikasi mudah desain bagus fitur edukasi bantu,positif
1,kecewa bener kecewa daftar kali kali nyampe nunggu minggu ujung registrasi udah cape duluan ngisi data kali nunggu hari ujung gagal trs registrasi,negatif
5,ajar invest ala milenial aplikasi oke respon cepat wlopun kadang ttep bljr sndri tntng macem reksadana,positif
5,keren,positif
5,ayo investasi pakai kode cashback kuy gaksalahkalonyoba,positif
5,keren,positif
5,keren gampang makenya,positif
5,keren melek,positif
5,bingung ribet pakai,positif
4,coba,netral
5,suka,positif
4,ajar moga berkah smua,positif
5,bagus investasi mula ayo instal kode referral cashbak cashback,positif
4,ajar manfaat money sabar latih money,positif
5,kode referral perawan cashback,positif
5,ntap,positif
4,enak simulasi invest kelompok tuju mudah tentu jenis tipe pilih resiko,positif
2,cair nunggu kerja gak makan minggu hahahhahha,negatif
5,the best,positif
4,kerennn,positif
4,ajar moga kembang,positif
4,good job,positif
4,keren reksadana baik,positif
5,puas,positif
5,sabar mantap,positif
5,bantu mula aplikasi ribet thanks,positif
4,jual motong banget,negatif
5,keren sih mula,positif
5,oke valid percaya silah pakai kofe referal curahanguru,positif
5,untung,positif
5,kereeennn bantu mula beli,positif
5,mantapppp,positif
5,good,positif
4,mudah,positif
5,puas,positif
5,pelan kren,positif
5,mantapppp,positif
5,sih keren apk mantab,positif
5,mantap jiwa,positif
5,kak registrasi gimana yaa umur bom ktp gak sii pake,netral
5,mantap dahh,positif
5,cocok banget mula ajar guys pakai kode referral wiexkaf saldo selamat coba,positif
5,baik,positif
5,appnya mantap tipu tipu,negatif
5,nominal dgn,negatif
5,good,positif
5,rahmatersani daftar akun dapat cashback banyak,positif
5,boljug nih apk,negatif
5,cocok lahh investor mula,positif
5,sekutttt,negatif
5,kerenn,positif
5,mudah bantu mula,positif
5,cashback ketik orgodsx kode referral iya daftar,positif
5,bagus,positif
5,simple singkat padat,positif
4,siip,positif
5,mantap,positif
5,keren moga tahan tua sampe sandung,positif
5,kereeeeeeen,negatif
4,untung bintang,netral
5,bantu ajar,positif
5,mantep mula belaajr aman,positif
5,bantu mula,positif
5,mudah paham mantap,positif
5,mantap grup informatif,positif
5,ajar investasi,positif
5,mudah aplikasi ribet dal transaksi,positif
5,keren,positif
5,excellent,positif
5,bermanfaaattt,negatif
5,mantap,positif
5,nabung bro profit udah dapet nabung gede dapet gede simple nabung potong adm kek bank ksni potong nambah mantap sukses tanam buah proses,positif
5,love,positif
5,moga jaga nama,positif
5,coba setor sakal setor,netral
5,pilih mudah aman untung,positif
5,good for investation keep good,positif
5,pandemi gin jeli peluang peluang,positif
4,keren sih cair luar jabodetabek kena admin,netral
5,mantap,positif
5,bibitin,positif
5,sip simple,positif
5,bagus,positif
5,keren,positif
5,mayan nanem duit duit,negatif
5,nabung daaah moga,positif
5,silah pakai kode referal loliaprilian dapat cashback,positif
5,keren mula,positif
5,tenang beli reksadana percaya,positif
5,keren ingat tabung,positif
2,sisip gambar file kirim banget buka gdrivenya kadang kadang tanggap baik bug sbgnya,negatif
5,bagus banget mudah mula lupa pakai kode referal kcpmns tanda petik cashback transaksi,positif
5,mantep,positif
5,oke,positif
5,aplikasi mudah pakai,positif
5,cocok mula investasi,positif
4,lumayan bagus,netral
5,oke,positif
5,mnrt bagus utk invest tipe sukany invest,positif
4,erti,positif
4,far oke,positif
5,salah reksadana baik,positif
5,bantu,positif
5,mantap,positif
5,mantul,positif
5,mantaaap,positif
5,buanget mula,negatif
5,mantaps,positif
5,moga jaya,positif
4,senang,positif
5,bagus,positif
5,kereennn,positif
5,oke but ajar,positif
4,bintang coba,netral
5,keren,positif
5,nabung yukk coba tunda rekomendasiin gaperlu pusing ajar dipraktekin,positif
5,mula bagus,positif
3,apk keren bantu hasil tambah puas apk tipu kembang jgn kecewa,netral
5,coba mula app bagus gak ribet sih ineverter kudu sabar karna proses gak langsung masuk enak bayar pakek link gopay keren milenial dongs sisa jajan investasi,netral
5,rekomendasi temen ken nabung blajar reksadana lupa kode ayomau temen beli casback lumayan,positif
5,pake code refferal riooo,positif
5,mantap,positif
5,bantu jaga stabilitas keungan,positif
4,coba,netral
5,ajar mudah mudah amanah percaya,positif
5,jalan lancar kendala,positif
5,good apps for investment,positif
5,pakai mudah respon cepat daftar mudah,positif
5,cocok investor mula moga upgrade maju digital indonesia,positif
5,mantap investor mula kaya,positif
5,mantap poko,positif
2,standar,negatif
5,mantap,positif
5,utk bom hasil which sma,negatif
5,mantul,positif
5,moga kembang,positif
5,ajar,positif
5,mantap bljr lgsg guna simpel,positif
5,reksadana mudah profitable,positif
5,aplikasi mudah paham cashbacknyaa yukk nabung reksadana kode refferal yukcuanbibit daftar cashback,positif
5,bantu investor newbie bingung cari wadah jaga kualitas,positif
