score,content,content_bersih
1,Bibit bukan bertumbuh malah skrupnya lepas ðŸ¤£,tumbuh skrupnya lepas
2,"Lahh baru sebulan pake, udah eror ajah ga jelas, ""sekup anda lepas"" lah apa laah, pas login malah kedap kedip anjirr. Makin kesini makin kecewa, cape asli",lahh pake eror ajah kup lepas laah pas login kedap kedip anjirr kesini kecewa cape asli
5,Keren semua masalah selesai,keren selesai
5,sangat membantu,bantu
5,Bagus untuk investasi Respon untuk kendala juga cepat Respon yang baik,bagus investasi respon kendala cepat respon
5,"good, tp kadang keluar sendiri, minta login lagi, agak ribet",good kadang login ribet
1,Pencairan dana lama,cair dana
5,tempat menabung terbaik,tabung
5,keren,keren
1,"verifikasi ny susah bngt padahal datany sudah lengkap bngt , perlu apa lg sih , ktp , atm , kk , kartu nikah , pasport kah ðŸ¤£ðŸ—¿ . bank bca ny ga terdaftar di app ini yg terdaftar cmn bca digital dan bca syariah ðŸ¤£",verifikasi ny susah bngt datany lengkap bngt ktp atm kk kartu nikah pasport bank bca ny daftar app daftar cmn bca digital bca syariah
1,"Kecewa semenjak adanya biaya pembayaran via bank, pdhl pndapatan dari Reksadana pasar uang pun ga bisa menutupi biaya admin. mau gratis harus pakai wallet? padahalkan tetap saja ada admin bank saat mau transfer ke walletnya. hadeuh. kecewa. kecewa.",kecewa semenjak biaya bayar via bank pdhl pndapatan reksadana pasar uang tutup biaya admin gratis pakai wallet admin bank transfer walletnya hadeuh kecewa kecewa
5,sangat membantu,bantu
2,"Tolong diupayakan agar top up deposit bisa via QRIS,rugi dong kalo setiap depo harus bayar biaya admin transfer bank.",upaya top up deposit via qris rugi depo bayar biaya admin transfer bank
1,Coba tidak harus di wajibkan udh punya rekening bang pakai akun dana udh bisa sangat menyulitkan peraturan nya,coba wajib rekening bang pakai akun dana sulit atur
1,aplikasi terburuk yg pernah saya punya,buruk
5,Alhamdulillah sampai saat ini masih bagus dan aman juga lancar dalam setiap transaksi,alhamdulillah bagus aman lancar transaksi
4,"Tambah fitur investasi emas, biar makin beragam pilihan investasi",fitur investasi emas biar agam pilih investasi
1,Ga lagi lagi deh mau beli saham aja ribet ini itu + harus nunggu konfirmasi pembelian 2-3 hari kerja ðŸ¤ŒðŸ¤ŒðŸ¤Œ giliran mau jual tetep nunggu 3-5 hari kerja + kena cash walaupun gak seberapa mending gw pake apl PELUANG AJA KLO MAU INVESTASI LEBIH SIMPEL & GA RIBET ðŸ‘,beli saham ribet nunggu konfirmasi beli kerja gilir jual tetep nunggu kerja kena cash mending gw pake apl peluang investasi simpel ribet
5,bagus,bagus
5,aplikasi bagus,bagus
5,Sangat bagus,bagus
4,ok pokoknya..semoga makin bagus lagi .,pokok moga bagus
5,lanjutken,lanjutken
5,sangat mudah user yg digunakan untuk ber investasi Reksadana. pelayanan perlu peningkatan dan kualitas perlu di perhatikan dalam bentuk se kecil apapun supaya pengguna semakin percaya bersama bibit,mudah user ber investasi reksadana layan tingkat kualitas perhati bentuk percaya
2,"Sekarang ada biayanya setiap top up saldo, Hanya bank khusus aja free biaya, semakin upgrade terbaru semakin tidak baik",biaya top up saldo bank khusus free biaya upgrade
1,Apk Ini akan lebih baik jika tidak bekerja sama dengan Bank Jago Karena bank tersebut cacat dan uang saya menghilang ngga tau kemana,kerja bank jago bank cacat uang hilang ngga tau
5,baik,
3,"buat tema gelap, tema terang mengikuti tema perangkat dan tambahkan keamanan google 2FA",tema gelap tema terang tema perangkat aman google fa
5,badabest pokoknya bs nyimpan uang tanpa khawatir tergerus inflasi,badabest pokok bs nyimpan uang khawatir gerus inflasi
3,"Tolong lah Biaya adminnya hilangkan pas top up,Rugi banget ini...",biaya adminnya hilang pas top up rugi
5,"Mudah dipahami bagi pemula, CS fast respon",mudah paham cs fast respon
5,nice,nice
5,"Tambahin secepatnya dong RDN Jago Syari'ah nya, males kalau harus bikin Bank BCA dulu",tambahin cepat rdn jago syar ah males bikin bank bca
4,oke,
1,"we, ss",we ss
5,Kualitas ok niiðŸ˜‰,kualitas nii
5,bagus banget.membantu menganalisa saham saham yg ada,bagus bantu menganalisa saham saham
5,"Bner2 keamanan berlapis, untung banyak sih invest di bibit. Jgn lupa pake referral aku yaaa ARUMUTZ biar makin cuan dan dapet cashback juga xixi bisa invest start 10k (kalo buat pelajar cocok banget kan? Lebih untung dibanding nyimpen uang di bank)",bner aman lap untung invest jgn lupa pake referral yaaa arumutz biar cuan dapet cashback xixi invest start k ajar cocok untung banding nyimpen uang bank
4,naik turun yang cukup stabil,turun stabil
5,"Aman ,terpercaya ,mudah",aman percaya mudah
2,lumayan,lumayan
2,"Baru mau pake aplikasinya, perkara lupa sandi, mau diganti malah jadi lama banget loadingnya, ga kebuka"". Apa cuma dihp saya aja kali yaðŸ˜Œ",pake perkara lupa sandi ganti loadingnya buka dihp kali
4,Bintang empat dulu saya baru dowlond kalau saya puas berinvestasi di aplikasi ini saya akan tambah lagi bintang nya jadi lima bintang,bintang dowlond puas investasi bintang bintang
5,mantap... luar biasa,mantap
5,"Kerenn, sangat membantu bagi pemula dan semua yang ingin berinvestasiðŸ‘ðŸ¿",kerenn bantu investasi
5,"bagus banget aplikasi ini, data lengkap pasar uang saham dll.",bagus data lengkap pasar uang saham
5,aplikasi bagus dan cocok untuk investor pemula karena ada asisten robot yang menemani,bagus cocok investor asisten robot tani
1,Applikasi anjg masak ganti rekening gak bisa !!! Padahal rekening lama dah mati uang saya jadi gbisa di ambil,applikasi anjg masak ganti rekening rekening mati uang gbisa ambil
1,g ngerti saya pembagian imbal nya,g ngerti imbal
5,Adaro & Bukit Asam.. ðŸ˜ŽðŸ˜ŽðŸ˜Ž,adaro bukit asam
3,"mahal dibiaya, pencairan",mahal biaya cair
5,"bibit memang bagus y,saya tarik uang ke bank yg sdah tutup saja lsg di chat lewat WhatsApp pokok nya the best deh",bagus y tarik uang bank sdah tutup lsg chat whatsapp pokok the best
1,terlalu lama untuk dipindahkan dari saldo trading ke saldo RDN Wallet. tidak sesuai dengan yang tertera di aplikasinya. payah,pindah saldo trading saldo rdn wallet sesuai tera payah
5,kedepannya lebih baik,
4,Aman dan mudah dipahami tapi WD nya agak susah tolong admin solusi,aman mudah paham wd susah admin solusi
5,mantab,mantab
1,Kurang bagus,bagus
4,Lebih tingkatkan lagi kualitas keamanan dan kenyamanan nasabah,tingkat kualitas aman nyaman nasabah
1,kenapa saya tidak bisa menghapus data saya? apakah data saya akan aman?,hapus data data aman
4,mudah di pake,mudah pake
5,mantaps,mantaps
5,best,best
5,mantap oke,mantap
1,"Aplikasi gak jelas saya baru pertama daftar tapi muncul notif NIK sudah dipakai orang lain!kok bisa aplikasi seperti ini tidak ada verifikasi data terlebih dahulu saya hubungi admin untuk konfirmasi bahwa nik tsb punya saya, malah disuruh ke capil jelas jelas didukcapil terdaftar itu nik saya mau dicek berapa kalipun itu data punya saya!! kocak bgt tidak membantuðŸ‘ŽðŸ»",daftar muncul notif nik pakai orang verifikasi data hubung admin konfirmasi nik tsb suruh capil didukcapil daftar nik cek kali data kocak bantu
1,"Saya kasih bintang 1,sudah satu tahun saya menunggu proses pencairan yang sama sekali belum masuk ke rekening sayaa, saya sdah menilai aplikasi ini lebih dari 10,diarahkan untuk kontak whatsapp tapi nomor tidak terdaftar di whatsapp saya minta pertanggungjawaban ya dan dana saya 5 jt mohon untuk dikembalikann!!!!!!",bintang tunggu proses cair masuk rekening sayaa sdah nilai arah kontak whatsapp nomor daftar whatsapp pertanggungjawaban dana jt mohon dikembalikann
3,"Semenjak di kenakan biaya TF antar bank sampai detik ini blm pernah lagi melakukan pembelian ðŸ˜…,saya paling kalo melakukan pembelian 100rb kadang 200rb per Minggu nya (nyicil dikit2 jadi bukit) jadi klo di kenakan biaya TF ketemu nya rugi ðŸ˜…, Mungkin buat yg sekali beli di atas 500rb di kenakan biaya TF enggak berasa. Semoga besok saya di beri rejeki yg melimpah biar bisa melakukan pembelian dengan jumlah yg besar ðŸ¤²,",semenjak kena biaya tf bank detik blm laku beli laku beli rb kadang rb minggu nyicil dikit bukit kena biaya tf ketemu rugi beli rb kena biaya tf asa moga besok rejeki limpah biar laku beli
5,keren,keren
5,mantap betullll,mantap betullll
3,"Bagus, namun saya cukup kecewa karena tidak bisa pakai jago syariah untuk rdn wallet, jadi saya tidak bisa membeli saham karena saya tidak punya bca",bagus kecewa pakai jago syariah rdn wallet beli saham bca
5,"aplikasi yg recomended, user frendly",recomended user frendly
1,"Launching app udah 5 tahun. Dan tim IT nya masih amatir gaada upgrade sama sekali. Percuma digaji kalo ngga bisa ngembangin app, masih aja berat",launching app tim it amatir gaada upgrade gaji ngga ngembangin app berat
1,"Pencairan lama di history sudah ceklis semua. Gw jual dari tanggal 5 , sampai sekarang belum masuk-masuk , parah kali nih sekarang aplikasi lamaaa!. Nggak rekomended untuk yang dananya butuh cepat.",cair history ceklis gw jual tanggal masuk masuk parah kali nih lamaaa rekomended dana butuh cepat
5,Terimakasih bibit sudah menyimpan aset saya dengan baik dan jelas kemana tujuan aset saya.... Semoga kedepan nya untuk proses pencairan bisa lebih baik dan jaya terusðŸ™ðŸ»,terimakasih simpan aset tuju aset moga proses cair jaya
5,mantap,mantap
1,"Sorry bibit w apus gak nguntungin.... Smp skrng penjualan ilang gitu aj gak ada yg masuk sm sekali,cuma diisi doang giliran butuh dikasih riwayat fake !!!",sorry w apus nguntungin smp skrng jual ilang gitu aj masuk sm isi doang gilir butuh riwayat fake
5,nice,nice
1,Mksud apliksih ini apa? Pengajuan sya GC Penh di setujuhui yg kta ny limit tdk cukup... Skrng ada tagihan. Kta ny yg gagal data di hapus trnyta ap. Nih aplikasi penipuan Tah gmn,mksud apliksih aju sya gc penh setujuhui kta ny limit tdk skrng tagih kta ny gagal data hapus trnyta ap nih tipu tah gmn
5,bagus,bagus
5,Bagaimana cara investasi di bibit,investasi
1,Kurang recommended buat yang nabung karna biaya admin depan belakang selain itu proses penarikan yang lumayan lama melalui 3 proses sangat disayangkan terkadang banyak yang butuh dana mendesak untuk terpaksa narik jadi lama dan proses terakhir yang hanya transfer menunggu hari bursa juga sedangkan hari libur transfer bank 24 jam mana sudah ada biayanya lama pula,recommended nabung karna biaya admin proses tari lumayan proses sayang terkadang butuh dana desak paksa narik proses transfer tunggu bursa libur transfer bank jam biaya
5,Aplikasi nya mantap fitur nya juga dah bagus semoga bisa konsisten dan semoga kedepan kekurangan lain nya bisa di perbaiki dan di bagusin lgðŸ˜ðŸ˜ðŸ˜ðŸ˜,mantap fitur bagus moga konsisten moga bagusin
1,"Biaya pencairan lama, di kenai biaya Pencairan gak masuk lagi ke rekening",biaya cair kena biaya cair masuk rekening
1,"Saya sudah verifikasi akun saya dah hasil di tolak 10kali, muka saya di KTP sama tapi kenapa di tolak??",verifikasi akun hasil tolak kali muka ktp tolak
4,baru mau coba lagi,coba
4,aplikasi bagus tapi sekali transaksi adminnya lumayan besar,bagus transaksi adminnya lumayan
5,baguss banget),baguss
3,Kenapa di bibit ga bisa pake RDN jago syariah,pake rdn jago syariah
1,"Udah 4 hari pencairan dana, belum juga cair cair, padahal lagi butuh ðŸ˜’",cair dana cair cair butuh
5,mantap,mantap
1,Pencairan dana reksanya lama bgt,cair dana reksa
1,"kak, kenapa sudah daftar tapi nggak bisa ke buka apk nya?ðŸ™",kak daftar buka
5,Bibit sangat di rekomendasikan buat pemula,rekomendasi
5,sangat puas tanggapan cepat,puas tanggap cepat
5,"Saran saya, tambahkan metode QRIS untuk bisa melakukan pembayaran",saran metode qris laku bayar
3,Terlalu di monopoli bank jago sehingga saya kesel sama bank jago... Andai aja free semua nya dari pembelian dan penjualan respect banget sama apk ini,monopoli bank jago kesel bank jago andai free beli jual respect
1,"Ga lagi lagi invest disini , narik duit lama bener , mending buat main crypto di indodax atau tokocrypto .. WD bentar langsung masuk .. woyy ini udah lebih dari 7 hari bursa , kok saldo ga masuk2 rekening .. gaje banget",invest narik duit bener mending main crypto indodax tokocrypto wd bentar langsung masuk woyy bursa saldo masuk rekening gaje
5,mantap,mantap
5,Mantap aplikasinyaðŸ‘ŒðŸ”¥,mantap
5,bagus,bagus
5,sangat mudah dalam pengaturan dan pengoperasian,mudah atur operasi
5,interfacenya bagus dan useable semoga terus ditingkatkan utk kepentingan pengguna,interfacenya bagus useable moga tingkat utk
5,investasi mengjanjikan,investasi mengjanjikan
5,Dulu hanya cobaÂ² doang untuk berinvestasi dibibit takut penipuan eh ternyata uang yang ditabung diresadana & saham malah bertambah signifikan dan serta untuk temanÂ² ingin berinvestasi pakailah Bibit serta pakai BANK JAGO bebas biaya Admin...,coba doang investasi takut tipu eh nyata uang tabung diresadana saham signifikan teman investasi pakai pakai bank jago bebas biaya admin
4,Kenapa aplikasi ini tdk bisa di download,tdk download
1,Bagaimana nomor hp saya hilang dan sYa lupa pin nya,nomor hp hilang sya lupa pin
5,bagus utk nabung,bagus utk nabung
5,Oke,
5,mantap,mantap
5,ok.. sangat di rekomendasikan untuk menabung ðŸ‘,rekomendasi tabung
5,untung terus,untung
5,Bagus,bagus
2,Waktu top up duit lnsung msuk.. pas dijual msuk ny brhari hari kadang ngg msuk .. parah banget... Malinggggg!!,top up duit lnsung msuk pas jual msuk ny brhari kadang ngg msuk parah malinggggg
4,aplikasi yg bagus buat nyimpen uang cuman kekurangan nya lambat penarikan aja,bagus nyimpen uang lambat tari
5,Completely helpful,completely helpful
5,bibit ok,
5,memuaskan,muas
1,"Saya tidak bisa login, tidak mendapatkan kode login yang dikirim melalui whatsapp",login kode login kirim whatsapp
5,aman,aman
5,ðŸ˜ðŸ¤’ðŸ’ž,
1,Aplikasi super ribet,super ribet
1,Saya baru mencoba untuk meyakinkan saya coba bbrpa hari lalu kemudian stlah 3 Hari saya tarik kmbali uangnya dan ternyata lama sampe skrng blum masuk rek.,coba coba bbrpa stlah tarik kmbali uang nyata sampe skrng blum masuk rek
5,"semoga bibit bisa lbh baik, amanah n longterm...",moga lbh amanah n longterm
1,Lain kali kalo mau yang ada withdraw tambahain lah ewallet biar gk ke bang jago sama bank bca,kali withdraw tambahain ewallet biar bang jago bank bca
5,gasssssss,gasssssss
5,oke polll,polll
2,"Terlalu kebanyakan biaya admin, apa"" biaya admin",biaya admin biaya admin
5,Mantulll,mantulll
5,sangat berguna sekali menabung di Bibit,tabung
5,"Ya dimaklumi saja jika ada biaya,susah buat aplikasi sendiri belum izin nya sana sini,perbankan juga ada biaya transfernya,bulanan juga ada,mungkin saran saya kalo mau untung banyak download apk invest yang ga kedaftar ojk/yang ga ada di playstore/investasi bodong aja.. cepet tuh",maklum biaya susah izin perban biaya transfer saran untung download invest daftar ojk playstore investasi bodong cepet tuh
5,udah 5 tahun pake bibit...,pake
4,top sih,top
5,mantap,mantap
2,"Saya suka sekali dgn aplikasi bibit ini, tp kemarin mau top up dikenakan biaya, jadi mikir, invest belom untung modal udah berkurangðŸ˜‚, mau cari aplikasi lain lagi yg top up gratis.",suka dgn kemarin top up kena biaya mikir invest bom untung modal cari top up gratis
5,mantap,mantap
5,ok,
3,Kenapa apk nyah susah di buka?,nyah susah buka
2,"Kenapa aset saya tibaÂ² berubah,, padahal awal saya ambil investasi Reksadana pasar uang Sucorinvest Money Market Fund tapi kenapa baru investasi belum genap sebulan tibaÂ² berubah sendiri tanpa pemberitahuan dan saya pribadi tidak pernah switching ke investasi Saham Sucorinvest Equity Fund. kalau sudah begini saya rugi waktu dan investasi yg harusnya dapat keuntungan malah gak dpt garaÂ² butuh waktu 2-3hari switching dengan sendirinya tanpa pemberitahuan lagi",aset ubah ambil investasi reksadana pasar uang sucorinvest money market fund investasi genap ubah pemberitahuan pribadi switching investasi saham sucorinvest equity fund rugi investasi untung dpt gara butuh switching pemberitahuan
5,sangat bagus,bagus
5,mudah mengoperasikannya,mudah operasi
5,"Bibit bagi sy adalah simpanan penyelamat, sy beli bibit hanya dalam jumlah kecil dan jarang tetapi yang nilainya sedikit itu ternyata menjadi sangat besar dan berharga di saat sy terjepit, bibit jadi solusi yang bisa diandalkanðŸ‘",simpan selamat beli jarang nilai nyata harga jepit solusi andal
5,Verry good!,verry good
5,ok,
2,Ya elah ternyata apk ini bisa membagikan data kita ke pihak ketiga Jdi takut di salahgunakanðŸ¤¦ðŸ˜­,elah nyata data jdi takut salahgunakan
5,sangat mudah,mudah
1,Payah buat pencairan dana nya gak cocok buat orang yang butuh banget duit dan duit kadang yang di cairin kaga sesuai !!!,payah cair dana cocok orang butuh duit duit kadang cairin kaga sesuai
5,sejauh ini bagus.. dan aman mudah digunakan jg.. ada video bimbingan jg.. cocok untuk pemula,bagus aman mudah jg video bimbing jg cocok
5,Good,good
5,cukup baik,
5,aplikasi yang bagus untuk investasi,bagus investasi
5,"Aplikasi yang bagus, bisa nabung dan sekalian Trading saham",bagus nabung trading saham
1,"Kebanyakan biaya, biaya materai lah, biaya transfer, biaya Topup, maaf saya berhenti pakai bibit ðŸ‘Ž",biaya biaya materai biaya transfer biaya topup maaf henti pakai
5,Sorry bibit ternyata aku yg salah gak sesuai kasih data nya pelayanan admin nya cepet banget suka sama aplikasi nya mantep deh,sorry nyata salah sesuai data layan admin cepet suka mantep
4,Maaf,maaf
3,Kenapanya bibit sekarang antara pencairan dan top up investasinya kok lama? Padahal sudah lama make bibit buat investasi. Jadi kecewa sih. Sekarang aku sudah bayar pakai virtual account. Tapi belum masuk ke dalam saldo bibitku,cair top up investasi make investasi kecewa bayar pakai virtual account masuk saldo
1,"Setelah pengalaman Reksadana kurang lebih 1 bulan. Untuk top up awal 1x dari BCA masih gratis (gatau kalo seterusnya tetep gratis apa engga), hari ini coba jual ada biaya admin 3500 per 1x penjualan ke BCA. Alias, keuntungan yang didapat setelah invest rdn 1jt di pasar uang 2-3bulan abis cuman buat biaya admin saat penjualan.",alam reksadana top up x bca gratis gatau tetep gratis engga coba jual biaya admin x jual bca alias untung invest rdn jt pasar uang abis biaya admin jual
5,mantap,mantap
5,"Cocok untuk pemula sii, ditambah banyak banget instrumen yang sesuai kebutuhan juga, bebas pilihh",cocok sii instrumen sesuai butuh bebas pilihh
5,"Tampilan menarik. Sebetulnya sudah dibuat sesederhana mungkin, tapi bagi saya orang awam masih tetap butuh belajar lebih banyak . . . sukses selalu . . .",tampil tarik sederhana orang awam butuh ajar sukses
5,good,good
5,oke,
4,Saya penguna Baru aplikasi bibit ini udh bagus tapi kalau bisa untuk topup mengunakan e wallet dikurangi biaya topupnya soalnya kami yg nabung sebulan 500rb cukup kerasa banyak kurangnya semoga bisa dimurahkan lagi mungkin dari 2.500 ke 1.000 atau bisa lebih murah Atau gratis. maaf jika pendapat ini kurang berguna tapi mohon diterima masukannya,penguna bagus topup mengunakan e wallet rang biaya topupnya nabung rb moga murah murah gratis maaf mohon masuk
5,bagus banget ini produk,bagus produk
5,"Sumpah ini aplikasi bagus banget simple, gue keilangan HP, dan gue cerita ke admin bibit, diarahin buat benerin data secara manual and jujurly simple cepet bnget sekarang udah bisa login lagiðŸ˜­ðŸ¤ ga kaya sebelah ribet",sumpah bagus simple gue keilangan hp gue cerita admin diarahin benerin data manual and jujurly simple cepet bnget login kaya belah ribet
4,"aplikasi untuk belajar, terdapat kelas mengenal saham dan grup diskusi juga.",ajar kelas kenal saham grup diskusi
5,Mahal amat biaya admin deposit pake bank dibandingkan dengan biaya admin Withdrawal jauh lebih mahal. Bagaimana tingkatkan Bibit Reksadana melengkapi deposit dan penarikan menggunakan RDN BANK PERMATA bebas biaya admin penarikan dan deposit.,mahal biaya admin deposit pake bank banding biaya admin withdrawal mahal tingkat reksadana lengkap deposit tari rdn bank permata bebas biaya admin tari deposit
2,"Kekurangan bibit tidak ada opsi sinkron ke e-wallet spt dana,ovo,dll.. so saya tidak jd invest ke bibit",opsi sinkron e wallet spt dana ovo so jd invest
5,mantap,mantap
1,Ribet amat 3 hari masalah tanda tangan mulu buat apa ada verifikasi wajah,ribet tanda tangan mulu verifikasi wajah
1,Sekarang ga bisa lihat performa porto.. eror terus,lihat performa porto eror
1,"Tanda (âš¡ï¸) adalah hoax,,pencairan saya tidak instan,,sama saja kalo nerima satset,,pencairan macak budek,,",tanda hoax cair instan nerima satset cair macak budek
5,sangat baik,
3,kecewa banget udah gabisa lihat peforma portofolio lagi. padahal fitur itu selalu jadi motivasi untuk nabung,kecewa gabisa lihat forma portofolio fitur motivasi nabung
1,Jangan coba2 pakai deh.. kalo salah invest ke saham yang tdk ada investor mau beli.. saham lu stuck dan ga bisa diapa apain.. dijual juga ga bisa.. hati2 guys..,coba pakai salah invest saham tdk investor beli saham lu stuck apain jual hati guys
5,Baik dan aman untuk beriventasi,aman beriventasi
1,"Aplikasi menyesatkan, mau cairin duit aja susah amat. Jagan pada naruh duit d sini. Tar nyesel.",sesat cairin duit susah jagan naruh duit d tar nyesel
5,Mantap,mantap
1,"Withdrawal time takes too long, need to be more efficient with it",withdrawal time takes too long need to be more efficient with it
2,SUMPAH ya MALING duit orang gamau bertangung jawab!! JANGAN DOWNLOAD APP BIBIT ini tukang TIPU!! Aplikasi tidak bisaa dibuka lagi!!! padahal jaringan saya bagus dan sudah diupdate berapa kali tapi kenapa koneksi tidak stabil tolong perbaiki lagii jangan mengambil milik hak orang lain atau saya laporkan kepihak berwajib sya tunggu secepatnya!!!!,sumpah maling duit orang gamau bertangung download app tukang tipu bisaa buka jaring bagus diupdate kali koneksi stabil ambil milik hak orang lapor wajib sya tunggu cepat
4,"Hi Team Bibit, tolong dibuat system auto rebalancing porto yg bisa diatur manual komposisinya. Jadi kita tidak capek jual beli manual sendiri.",hi team system auto rebalancing porto atur manual komposisi capek jual beli manual
5,the best pokoknya,the best pokok
5,semoga bisa withdraw menggunakan e wallet kedepannya,moga withdraw e wallet
1,"penarikan lama bgt, katanya maksimal kerja 3 hari",tari maksimal kerja
2,"Halo kapan bisa suport daftar RDN pakai Bank jago syariah, masa cuma bisa daftar bibit plus di 2 bank aja rekening bank jago konvensional sama bank BCA aja, kapan nih bisa bank jago syari'ah ðŸ˜¡ðŸ˜¡ðŸ˜ ðŸ˜ saya tunggu",halo suport daftar rdn pakai bank jago syariah daftar plus bank rekening bank jago konvensional bank bca nih bank jago syar ah tunggu
2,"saya pengen upgrade status ke bibit plus ko lama sekali yah menunggu keputusan dari ksei nya, pdhal sudah melewati batas waktu verifikasi",ken upgrade status plus ko yah tunggu putus ksei pdhal batas verifikasi
3,"Seperti indonesia umum nya, ribet administrasi.",indonesia ribet administrasi
5,"bagus, mudah, simpel.",bagus mudah simpel
2,Performa portofolio sudah tidak bisa dilihat lagi. Dan tidak ada promo lagi. Bibit sudah tidak menarik lagi. ðŸ˜Ÿ,performa portofolio lihat promo tarik
5,"Lumayan untuk dijadikan tempat buat nabung, walaupun cuma sebulan sekali, permohonan saya untuk mengupgrade bibit plus tolong sediakan untuk jago Syariah,karena saya ingin belajar tentang dunia saham di bibit sekian terima kasih",lumayan nabung mohon mengupgrade plus sedia jago syariah ajar dunia saham sekian
1,Sya infestasi uang sy masuk udah 120an juta dn sy salah teken saat itu..dan harus ikutin syarat2ya... Sudah ikutin sarat2ya sampe sy minjem uang sma kerabat.. Untuk pencairan modal sampe puluhan juta tp da lagi dan lagi syarataya pdahl dh bilng ngk da sarat lagi... Dan sampe sekrng uang sy ngk di balikin di hagusin 120an juta itu dan sy harus nangung sendri untuk ganti uang krabat sya... Gimna solusinya. Hak sya uang 120an juta bukan sedikit tolong kembalikan meski di potong setegahya.,sya infestasi uang masuk an juta dn salah teken ikutin syarat ikutin sarat sampe minjem uang sma kerabat cair modal sampe puluh juta da syarataya pdahl dh bilng ngk da sarat sampe sekrng uang ngk balikin hagusin an juta nangung sendri ganti uang krabat sya gimna solusi hak sya uang an juta potong setegahya
5,good good good,good good good
5,"Bagus dn sangat rekomend bagi pemula gk nyesel download nih apk... Klw kalian mw dpat cashback masukan kode ""pintar"" (tanpa tanda kutip) saya sudah cairkan cashback dn benrran bukan bonus palsu sperti di akun2 lain",bagus dn rekomend nyesel download nih klw mw dpat cashback masuk kode pintar tanda kutip cair cashback dn benrran bonus palsu sperti akun
2,Gila ku kira sesuai iklan menunggu verifikasi cepet ga taunya uda nungguin 2 hari belum jugabisa dipakai masih werifikasi panjang lagi ampun ampun da gila super handal cara main marketingnya tidak profesional sama sekali kecewa,gila ku sesuai iklan tunggu verifikasi cepet tau uda nungguin jugabisa pakai werifikasi ampun ampun da gila super handal main marketingnya profesional kecewa
3,"Pake Kode: jangkauan Sejauh ini oke Bismillah, wish me luckðŸ˜ƒ",pake kode jangkau bismillah wish me luck
5,"Isi kode undangan ""twawzth"" untuk mendapatkan cashback 25,000",isi kode undang twawzth cashback
1,Setelah update jadi susah di buka,update susah buka
5,tempat invest terbaiiik,invest terbaiiik
5,"Aplikasi yang recommended, terpercaya, mudah digunakan dan difahami.",recommended percaya mudah difahami
5,good apps,good apps
5,The besstt kak,the besstt kak
5,investasi terusss,investasi terusss
5,mantap,mantap
4,cairnya lama banget,cair
5,debes bagus baget,debes bagus baget
1,"Yaelah mau topup duit sendiri aja sekarang ada biayanya hadehhh mending ane tarik semua aja dananya di bibit, maaf ane kasih bintang 1 skrg",yaelah topup duit biaya hadehhh mending ane tarik dana maaf ane bintang skrg
5,bagus buat investasi,bagus investasi
1,"Mau withdraw pun lama nya gak tanggung, sampe 2 Minggu ga selesaiÂ²",withdraw tanggung sampe minggu selesai
1,"dari tahun 2022 mulai pakai bibit, seneng banget soalnya bisa bayar pakai shopeepay plus koin jadi sangat terbantu. sekarang makin kesini jadi malas nabung soalnya pakai biaya admin, koin shopeenya dihentikan pula gabisa dipakai, terimakasih buat 2 tahunnya!",pakai neng bayar pakai shopeepay plus koin bantu kesini malas nabung pakai biaya admin koin shopeenya henti gabisa pakai terimakasih
3,"sekarang sudah ada fee adminnya, keuntungan belum ngecover admin eh udah ada keperluan yg perlu di tarik uangnya. sepertinya harus cari tempat invest lain",fee adminnya untung ngecover admin eh tarik uang cari invest
3,Udah bagus lengkap dan mudah digunakan cuma kurang 1 jenis investasi yaitu emas pengen emas mesti install app lain jadinya,bagus lengkap mudah jenis investasi emas ken emas mesti install app
3,ok,
1,Maaf nih kenapa setelah download aku malah sering dapet missed call ga jelas yah? Terus waktu aku cek pake aplikasi ternyata agen pinjol,maaf nih download dapet missed call yah cek pake nyata agen pinjol
5,memudahkan utk pertama kali ingin mncoba berinvestasi,mudah utk kali mncoba investasi
1,Melakukan penjualan/ widraw yg terlalu makan waktu lama.. no recomend,laku jual widraw makan no recomend
1,Bintang 1 aja sangat mengecewakan.,bintang kecewa
5,nice,nice
1,Sangat buruk penarikan dana di persulit,buruk tari dana sulit
3,Performa portofolio sampai sekarang belum bisa dilihat,performa portofolio lihat
5,good,good
5,terbaik,
2,Saat ferivikasi oleh bibit kok salah ya nama nya padahal saya masukin sesuai nama KTP Lo,ferivikasi salah nama masukin sesuai nama ktp lo
5,mantap,mantap
1,"Iya emang bisa pencairan instan tapi harus pakai bank jago yang ribet lalot, apaan",iya emang cair instan pakai bank jago ribet lalot
5,mntapu,mntapu
5,tabungan masa depan tanpa ribet.,tabung ribet
3,"Taik , upgrade ke bibit plus saja susah dan lama ,. Padahal data kita benar dan sama pada saat daftar bibit ,.",taik upgrade plus susah data daftar
4,cukup menarik untuk menjadi lebih baik,tarik
3,Kecewa banget.. Masa mau upgrade aja susah banget.. Dri 11 September sampe skrang ga juga di finish kan,kecewa upgrade susah dri september sampe skrang finish
5,bagus,bagus
5,good,good
5,Bagus bgt... Aman... Saldo juga nambah emg harus sabar... Tenang ajh bibit udh ojk...,bagus aman saldo nambah emg sabar tenang ajh ojk
5,Bagus,bagus
